DAYS,DATE,FGOR,FGPR,FOPR,FWPR,WBHP:INJE1,WBHP:PRODU2,WBHP:PRODU3,WBHP:PRODU4,WBHP:PRODU5,WBHP:PRODU6,WBHP:PRODU7,WBHP:PRODU8,WBHP:PRODU9,WBHP:PRODU10,WBHP:PRODU11,WBHP:PRODU12,WBHP:PRODU13,WBHP:PRODU14,WBHP:PRODU15,WBHP:PRODU16,WBHP:PRODU17,WBHP:PRODU18,WBHP:PRODU19,WBHP:PRODU20,WBHP:PRODU21,WBHP:PRODU22,WBHP:PRODU23,WBHP:PRODU24,WBHP:PRODU25,WBHP:PRODU26,WGIR:INJE1,WGIR:PRODU2,WGIR:PRODU3,WGIR:PRODU4,WGIR:PRODU5,WGIR:PRODU6,WGIR:PRODU7,WGIR:PRODU8,WGIR:PRODU9,WGIR:PRODU10,WGIR:PRODU11,WGIR:PRODU12,WGIR:PRODU13,WGIR:PRODU14,WGIR:PRODU15,WGIR:PRODU16,WGIR:PRODU17,WGIR:PRODU18,WGIR:PRODU19,WGIR:PRODU20,WGIR:PRODU21,WGIR:PRODU22,WGIR:PRODU23,WGIR:PRODU24,WGIR:PRODU25,WGIR:PRODU26,WGPR:INJE1,WGPR:PRODU2,WGPR:PRODU3,WGPR:PRODU4,WGPR:PRODU5,WGPR:PRODU6,WGPR:PRODU7,WGPR:PRODU8,WGPR:PRODU9,WGPR:PRODU10,WGPR:PRODU11,WGPR:PRODU12,WGPR:PRODU13,WGPR:PRODU14,WGPR:PRODU15,WGPR:PRODU16,WGPR:PRODU17,WGPR:PRODU18,WGPR:PRODU19,WGPR:PRODU20,WGPR:PRODU21,WGPR:PRODU22,WGPR:PRODU23,WGPR:PRODU24,WGPR:PRODU25,WGPR:PRODU26,WGPT:INJE1,WGPT:PRODU2,WGPT:PRODU3,WGPT:PRODU4,WGPT:PRODU5,WGPT:PRODU6,WGPT:PRODU7,WGPT:PRODU8,WGPT:PRODU9,WGPT:PRODU10,WGPT:PRODU11,WGPT:PRODU12,WGPT:PRODU13,WGPT:PRODU14,WGPT:PRODU15,WGPT:PRODU16,WGPT:PRODU17,WGPT:PRODU18,WGPT:PRODU19,WGPT:PRODU20,WGPT:PRODU21,WGPT:PRODU22,WGPT:PRODU23,WGPT:PRODU24,WGPT:PRODU25,WGPT:PRODU26,WOIR:INJE1,WOIR:PRODU2,WOIR:PRODU3,WOIR:PRODU4,WOIR:PRODU5,WOIR:PRODU6,WOIR:PRODU7,WOIR:PRODU8,WOIR:PRODU9,WOIR:PRODU10,WOIR:PRODU11,WOIR:PRODU12,WOIR:PRODU13,WOIR:PRODU14,WOIR:PRODU15,WOIR:PRODU16,WOIR:PRODU17,WOIR:PRODU18,WOIR:PRODU19,WOIR:PRODU20,WOIR:PRODU21,WOIR:PRODU22,WOIR:PRODU23,WOIR:PRODU24,WOIR:PRODU25,WOIR:PRODU26,WOPR:INJE1,WOPR:PRODU2,WOPR:PRODU3,WOPR:PRODU4,WOPR:PRODU5,WOPR:PRODU6,WOPR:PRODU7,WOPR:PRODU8,WOPR:PRODU9,WOPR:PRODU10,WOPR:PRODU11,WOPR:PRODU12,WOPR:PRODU13,WOPR:PRODU14,WOPR:PRODU15,WOPR:PRODU16,WOPR:PRODU17,WOPR:PRODU18,WOPR:PRODU19,WOPR:PRODU20,WOPR:PRODU21,WOPR:PRODU22,WOPR:PRODU23,WOPR:PRODU24,WOPR:PRODU25,WOPR:PRODU26,WOPT:INJE1,WOPT:PRODU2,WOPT:PRODU3,WOPT:PRODU4,WOPT:PRODU5,WOPT:PRODU6,WOPT:PRODU7,WOPT:PRODU8,WOPT:PRODU9,WOPT:PRODU10,WOPT:PRODU11,WOPT:PRODU12,WOPT:PRODU13,WOPT:PRODU14,WOPT:PRODU15,WOPT:PRODU16,WOPT:PRODU17,WOPT:PRODU18,WOPT:PRODU19,WOPT:PRODU20,WOPT:PRODU21,WOPT:PRODU22,WOPT:PRODU23,WOPT:PRODU24,WOPT:PRODU25,WOPT:PRODU26,WWIR:INJE1,WWIR:PRODU2,WWIR:PRODU3,WWIR:PRODU4,WWIR:PRODU5,WWIR:PRODU6,WWIR:PRODU7,WWIR:PRODU8,WWIR:PRODU9,WWIR:PRODU10,WWIR:PRODU11,WWIR:PRODU12,WWIR:PRODU13,WWIR:PRODU14,WWIR:PRODU15,WWIR:PRODU16,WWIR:PRODU17,WWIR:PRODU18,WWIR:PRODU19,WWIR:PRODU20,WWIR:PRODU21,WWIR:PRODU22,WWIR:PRODU23,WWIR:PRODU24,WWIR:PRODU25,WWIR:PRODU26,WWPR:INJE1,WWPR:PRODU2,WWPR:PRODU3,WWPR:PRODU4,WWPR:PRODU5,WWPR:PRODU6,WWPR:PRODU7,WWPR:PRODU8,WWPR:PRODU9,WWPR:PRODU10,WWPR:PRODU11,WWPR:PRODU12,WWPR:PRODU13,WWPR:PRODU14,WWPR:PRODU15,WWPR:PRODU16,WWPR:PRODU17,WWPR:PRODU18,WWPR:PRODU19,WWPR:PRODU20,WWPR:PRODU21,WWPR:PRODU22,WWPR:PRODU23,WWPR:PRODU24,WWPR:PRODU25,WWPR:PRODU26,WWPT:INJE1,WWPT:PRODU2,WWPT:PRODU3,WWPT:PRODU4,WWPT:PRODU5,WWPT:PRODU6,WWPT:PRODU7,WWPT:PRODU8,WWPT:PRODU9,WWPT:PRODU10,WWPT:PRODU11,WWPT:PRODU12,WWPT:PRODU13,WWPT:PRODU14,WWPT:PRODU15,WWPT:PRODU16,WWPT:PRODU17,WWPT:PRODU18,WWPT:PRODU19,WWPT:PRODU20,WWPT:PRODU21,WWPT:PRODU22,WWPT:PRODU23,WWPT:PRODU24,WWPT:PRODU25,WWPT:PRODU26
 110.00,21-Apr-2015,378.226,72759.2,34262.5,639.155,4000,2151.81,2169.86,2847.82,2535.41,2002.35,2678.4,2834.92,1000,2761.15,1973.6,1823.84,2451.61,2951.57,2616.59,1027.07,2589.23,2606.01,2578.08,2010.03,1000,1548.66,1000,2857.76,2278.1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,4086.45,4018.78,2433.79,3204.56,2917.59,3111.48,3189.89,2015.45,3142.31,2729.61,3129.98,2974.39,4272.05,2802.14,3312.44,2617.67,3436.93,3452.07,3644.19,1802.85,3761.13,746.15,2353.2,3098.78,505.267,-0,307764,300403,233860,264346,250744,252391,255198,231299,255820,246428,266526,253117,291003,247801,267571,236916,274849,268406,286255,186324,304876,110111,232285,265015,81342.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,1500,1500,1500,1500,1500,1500,1500,1250.83,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,708.765,1500,463.121,1500,1500,339.797,-0,165000,165000,165000,165000,165000,165000,165000,159715,165000,165000,165000,165000,165000,165000,165000,165000,165000,165000,165000,100771,165000,77902.2,165000,165000,58588.8,833.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0.0172861,0.0628228,0.043938,0.201914,-0,0.0162264,13.0725,0.0620475,0.271093,0.0370975,-0,0.0150282,0.0618703,6.45719,522.166,0.0697471,0.176749,-0,0.00790926,0.427374,75.5821,0.272187,0.0388573,20.0951,-0,-0,1.5855,6.22254,4.25446,19.8563,-0,1.49774,1036.58,5.94552,27.1308,3.64097,-0,1.28883,6.05828,206.875,23579.6,6.6923,15.898,-0,0.965861,10.7008,4311.16,24.3209,3.82392,1619.11
 120.00,01-May-2015,402.023,76632.7,33950.5,735.687,4000,2074.63,2098.81,2797.28,2477.98,1932.56,2620.16,2784.56,1000,2710.32,1904.43,1750.35,2389.51,2901.3,2562.18,1000,2524.37,2545.03,2514.55,1923.45,1000,1000,1000,2816.62,2227.47,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,4386.06,4282.68,2547.21,3402.75,3110.65,3398.12,3428.48,1984.6,3350.39,2858.57,3289.73,3173.02,4711.19,2905.98,3211.89,2819.82,3647.07,3758.23,3938.14,1802.85,3717.43,747.336,2410.89,3248.19,501.427,-0,351625,343229,259332,298374,281851,286372,289483,251145,289324,275013,299423,284847,338115,276861,299690,265114,311320,305988,325636,204353,342050,117585,256394,297497,86356.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,1500,1500,1500,1500,1500,1500,1500,1173,1500,1500,1500,1500,1500,1500,1394.32,1500,1500,1500,1500,678.859,1438.76,442.843,1500,1500,322.675,-0,180000,180000,180000,180000,180000,180000,180000,171445,180000,180000,180000,180000,180000,180000,178943,180000,180000,180000,180000,107559,179388,82330.7,180000,180000,61815.5,851.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0.0178295,0.0638939,0.0450006,0.207281,-0,0.016743,13.8651,0.0635254,0.277317,0.0380099,-0,0.0156631,0.0628502,14.7999,601.431,0.0715098,0.18425,-0,0.00774818,1.36865,80.958,0.282234,0.0396084,21.8715,-0,-0,1.76379,6.86148,4.70446,21.9291,-0,1.66517,1175.23,6.58078,29.904,4.02107,-0,1.44546,6.68678,354.874,29593.9,7.4074,17.7405,-0,1.04334,24.3874,5120.74,27.1432,4.22,1837.82
 130.00,11-May-2015,423.888,79600,33446.1,882.924,4000,1995.57,2026.72,2745.58,2419.14,1857.75,2559.64,2733.51,1000,2658.36,1835.45,1672.64,2327.5,2850.34,2508.1,1000,2459.69,2484.74,2451.52,1837.54,1000,1000,1000,2778.26,2179.79,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,4688.2,4527.91,2645.43,3587.22,3322.85,3697.31,3643.64,1962.47,3546.65,2965.27,3448.9,3359.21,5148.06,2995.68,3102.84,3032.66,3833.27,4045.04,4222.03,1791.79,2945.92,735.545,2474.43,3382.07,495.613,-0,398507,388509,285787,334246,315079,323345,325919,270770,324790,304666,333912,318440,389596,306818,330718,295441,349653,346439,367857,222271,371510,124940,281138,331318,91313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,1500,1500,1500,1500,1500,1500,1500,1090.47,1500,1500,1500,1500,1500,1500,1285.09,1500,1500,1500,1500,653.604,1187.06,424.199,1500,1500,305.637,-0,195000,195000,195000,195000,195000,195000,195000,182350,195000,195000,195000,195000,195000,195000,191794,195000,195000,195000,195000,114095,191258,86572.7,195000,195000,64871.9,869.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0.018382,0.0649004,0.04603,0.213416,-0,0.0171864,14.8267,0.0649616,0.283198,0.0389689,-0,0.0162986,0.0637601,18.7409,679.853,0.0732521,0.19229,-0,0.00759991,57.021,86.9524,0.291157,0.0403003,24.0986,-0,-0,1.94761,7.51048,5.16476,24.0633,-0,1.83704,1323.49,7.23039,32.7359,4.41076,-0,1.60845,7.32438,542.282,36392.4,8.13992,19.6634,-0,1.11934,594.597,5990.26,30.0548,4.623,2078.81
 140.00,21-May-2015,447.392,83293,33159.1,1013.06,4000,1918.38,1954.99,2692.57,2359.31,1781.18,2498.05,2681.4,1000,2605.45,1766.24,1583.26,2264.05,2798.32,2453.42,1000,2393.83,2425.05,2388.54,1755.79,1000,1000,1000,2740.02,2132.23,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,4982.96,4752.42,2737.32,3758.74,3526.28,4001.03,3848.85,1931.75,3726.92,3046.97,3632.58,3549.01,5585.88,3086.42,3020.48,3296.97,4001.61,4320.46,4495.1,1779.28,2917.77,725.824,2567.64,3512.66,488.044,-0,448337,436033,313160,371833,350342,363355,364408,290087,362060,335136,370238,353930,445455,337682,360923,328410,389669,389643,412808,240064,400687,132198,306814,366444,96193.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,1500,1500,1500,1500,1500,1500,1500,1013.44,1500,1500,1500,1500,1500,1500,1193,1500,1500,1500,1500,629.882,1126.79,406.02,1500,1500,289.927,-0,210000,210000,210000,210000,210000,210000,210000,192484,210000,210000,210000,210000,210000,210000,203724,210000,210000,210000,210000,120394,202526,90632.9,210000,210000,67771.2,886.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0.0189199,0.0658896,0.0470763,0.21967,-0,0.017629,15.9711,0.0663351,0.288736,0.0401093,-0,0.0169429,0.0646901,21.3803,758.771,0.0749189,0.200361,-0,0.00745854,96.3956,92.6597,0.303051,0.0410129,26.4078,-0,-0,2.13681,8.16938,5.63553,26.26,-0,2.01333,1483.21,7.89374,35.6233,4.81185,-0,1.77788,7.97128,756.085,43980.1,8.88911,21.667,-0,1.19393,1558.55,6916.86,33.0853,5.03313,2342.89
 150.00,31-May-2015,470.88,87065.1,32931.9,1128.69,4000,1840.71,1883.12,2639.2,2299.1,1703.52,2435.23,2628.46,1000,2551.72,1695.93,1493.89,2197.94,2745.3,2397.54,1000,2325.23,2364.16,2324.77,1676.46,1000,1000,1000,2701.75,2084.28,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,5280.48,4968.47,2838.26,3928.94,3722.87,4309.47,4055.16,1887.58,3895.37,3119.73,3796.33,3748.86,6017.49,3182.98,3017.41,3592.55,4173.61,4586.45,4763.93,1765.23,2892.64,722.508,2676.8,3640.3,481.657,-0,501141,485717,341542,411123,387571,406450,404959,308963,401013,366333,408201,391418,505629,369512,391097,364336,431405,435508,460447,257716,429614,139423,333582,402847,101010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,1500,1500,1500,1500,1500,1500,1500,942.699,1500,1500,1500,1500,1500,1500,1134.44,1500,1500,1500,1500,606.602,1083.96,388.026,1500,1500,276.125,-0,225000,225000,225000,225000,225000,225000,225000,201911,225000,225000,225000,225000,225000,225000,215069,225000,225000,225000,225000,126460,213366,94513.1,225000,225000,70532.4,903.509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0.0194596,0.0669515,0.0481606,0.22599,-0,0.0180805,17.3309,0.0676798,0.300934,0.0412353,-0,0.0175926,0.0657425,23.8314,847.092,0.0765951,0.2089,-0,0.00731667,112.227,98.0196,0.316348,0.04173,28.6692,-0,-0,2.33141,8.83889,6.11713,28.5199,-0,2.19413,1656.51,8.57054,38.6326,5.22421,-0,1.9538,8.62871,994.399,52451.1,9.65506,23.756,-0,1.26709,2680.82,7897.06,36.2487,5.45043,2629.58
 160.00,10-Jun-2015,494.372,90814.6,32717.8,1244.15,4000,1761.06,1810.46,2585.74,2237.93,1624.12,2370.5,2574.88,1000,2497.68,1625.69,1419.87,2129.52,2691.64,2340.89,1000,2254.68,2302.84,2260.34,1596.95,1000,1000,1000,2662.52,2035.5,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,5617.59,5182.43,2943.09,4118.67,3924.82,4627.74,4268.74,1835.16,4060.83,3193.05,3901.08,3960.74,6425.74,3285.82,2987.38,3900.85,4342.23,4841.66,5023.22,1751.28,2861.72,721.653,2799.78,3764.09,475.244,-0,557317,537542,370973,452309,426819,452727,447647,327314,441622,398264,447212,431026,569887,402370,420971,403344,474827,483925,510679,275229,458231,146640,361580,440488,105762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,1500,1500,1500,1500,1500,1500,1500,876.946,1500,1500,1500,1500,1500,1500,1076.67,1500,1500,1500,1500,583.398,1046.28,370.785,1500,1500,263.721,-0,240000,240000,240000,240000,240000,240000,240000,210681,240000,240000,240000,240000,240000,240000,225835,240000,240000,240000,240000,132294,223829,98221,240000,240000,73169.6,919.737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0.0200126,0.068148,0.0493112,0.2326,-0,0.0185494,18.9001,0.0691046,0.320674,0.0421009,-0,0.0182482,0.0668766,26.1557,941.198,0.0782534,0.217629,-0,0.00717272,121.549,103.833,0.330279,0.0424482,30.9372,-0,-0,2.53153,9.52037,6.61024,30.8459,-0,2.37963,1845.51,9.26159,41.8394,5.64522,-0,2.13629,9.29747,1255.96,61863,10.4376,25.9323,-0,1.33882,3896.31,8935.39,39.5515,5.87491,2938.95
 170.00,20-Jun-2015,518.578,94686,32520.3,1357.36,4000,1680.01,1736.36,2531.68,2175.79,1530.82,2303.3,2520.52,1000,2444.38,1535.06,1345.48,2058.75,2638.1,2284.93,1000,2183.3,2241.73,2195.49,1518.32,1000,1000,1000,2623.4,1986.54,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,5993.17,5401.02,3045.84,4319.58,4150.85,4961.26,4503.97,1794.08,4214.31,3268.1,4013.19,4186.79,6841.1,3377.93,2942.54,4239.8,4499.63,5094.51,5271.9,1733.95,2831.66,718.582,2922.03,3883.7,476.507,-0,617249,591552,401432,495505,468327,502340,492686,345255,483765,430945,487344,472894,638298,436149,450396,445742,519823,534870,563398,292568,486547,153826,390800,479325,110528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,1500,1500,1500,1500,1500,1500,1500,818.289,1500,1500,1500,1500,1500,1500,1021.17,1500,1500,1500,1500,560.684,1010.19,354.415,1500,1500,255.55,-0,255000,255000,255000,255000,255000,255000,255000,218864,255000,255000,255000,255000,255000,255000,236047,255000,255000,255000,255000,137901,233930,101765,255000,255000,75725.1,935.879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0.0205903,0.0693668,0.0505086,0.242873,-0,0.0190607,20.6585,0.070494,0.35895,0.0430316,-0,0.0189319,0.0679698,28.224,1035.47,0.0799043,0.226609,-0,0.00702637,129.043,109.038,0.345516,0.0431668,33.2649,-0,-0,2.73744,10.214,7.11533,33.2746,-0,2.57023,2052.1,9.96653,45.4289,6.07553,-0,2.3256,9.97717,1538.2,72217.8,11.2366,28.1984,-0,1.40908,5186.74,10025.8,43.0067,6.30658,3271.6
 180.00,30-Jun-2015,543.548,98662.5,32329.4,1464.07,4000,1597.59,1660.97,2476.36,2112.25,1436.65,2233.09,2465.63,1000,2390.54,1418.4,1238.61,1986.51,2585,2229.73,1000,2111.51,2180.62,2126.33,1439.79,1000,1000,1000,2584.23,1937.66,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,6357.6,5663.22,3157.9,4520.88,4374.7,5340.91,4749.33,1766.75,4381.11,3367.57,4200.26,4421.91,7216.88,3454.18,2888.75,4544.28,4648.87,5351.81,5515.71,1711.31,2805.93,711.552,3025.1,3994.24,491.733,-0,680825,648184,433011,540714,512074,555749,540180,362923,527576,464620,529347,517113,710467,470691,479284,491185,566312,588388,618555,309681,514607,160941,421051,519268,115445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,1500,1500,1500,1500,1500,1500,1500,762.369,1500,1500,1500,1500,1500,1500,967.794,1500,1500,1500,1500,538.878,974.674,338.667,1500,1500,246.974,-0,270000,270000,270000,270000,270000,270000,270000,226487,270000,270000,270000,270000,270000,270000,245725,270000,270000,270000,270000,143290,243677,105152,270000,270000,78194.9,951.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0.0211653,0.0706802,0.0517534,0.253474,-0,0.0195943,22.6051,0.071987,0.420397,0.0445452,-0,0.0194605,0.0689897,29.8726,1126.94,0.0815555,0.239115,-0,0.00687801,133.358,113.828,0.360542,0.0438722,35.6931,-0,-0,2.94909,10.9208,7.63286,35.8093,-0,2.76618,2278.15,10.6864,49.6328,6.52098,-0,2.52021,10.6671,1836.92,83487.1,12.0522,30.5896,-0,1.47786,6520.32,11164.1,46.6121,6.74531,3628.53
 190.00,10-Jul-2015,568.594,102679,32163.3,1572.29,4000,1513.89,1584.18,2419.7,2046.77,1337.95,2164.13,2409.57,1000,2335.6,1279.48,1093.46,1915.89,2532.12,2174.73,1000,2038.13,2119.94,2058.49,1361.09,1000,1000,1000,2545.18,1889.7,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,6723.6,5930.67,3290.64,4730.61,4611.8,5732.24,5003.04,1800.51,4562.37,3472.38,4443.95,4667.81,7542.92,3526.1,2835.5,4809.15,4789.44,5578.97,5757.2,1684.84,2771.21,708.262,3109.23,4093.1,503.131,-0,748061,707491,465917,588020,558192,613071,590210,380928,573200,499344,573786,563791,785896,505952,507639,539277,614207,644178,676127,326530,542319,168024,452144,560199,120476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,1500,1500,1500,1500,1500,1500,1500,726.583,1500,1500,1500,1500,1500,1500,915.765,1500,1500,1500,1500,517.892,939.5,324.758,1500,1500,238.788,-0,285000,285000,285000,285000,285000,285000,285000,233753,285000,285000,285000,285000,285000,285000,254882,285000,285000,285000,285000,148469,253072,108399,285000,285000,80582.8,967.537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0.0217633,0.0721067,0.0530777,0.265091,-0,0.020155,25.006,0.0736017,0.509826,0.0467475,-0,0.0199045,0.0700028,31.1858,1220.01,0.0832235,0.251156,-0,0.00672916,137.597,118.239,0.376325,0.0445454,38.3391,-0,-0,3.16672,11.6419,8.16364,38.4602,-0,2.96773,2528.21,11.4224,54.7311,6.98846,-0,2.71925,11.3671,2148.78,95687.2,12.8844,33.1011,-0,1.54516,7896.29,12346.4,50.3754,7.19076,4011.92
 200.00,20-Jul-2015,593.278,106411,31945.6,1686.32,4000,1427.42,1506.1,2362.37,1979.67,1223.98,2094.9,2352.07,1000,2279.56,1107.7,1000,1844.79,2480.34,2121.19,1000,1963.79,2060.16,1991.49,1282.59,1000,1000,1000,2507.55,1842.33,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,7103.69,6182.22,3423.41,4946.1,4873.9,6108.8,5267.79,1832.48,4755.59,3583.34,4483.59,4926.76,7817.92,3587.18,2778.64,5061.9,4917.48,5797,5993.11,1655.08,2735.38,707.524,3181.97,4190.86,499.47,-0,819098,769313,500151,637481,606931,674159,642888,399253,620756,535178,618622,613058,864075,541824,535425,589896,663381,702148,736058,343081,569673,175099,483963,602107,125471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,1500,1500,1500,1500,1500,1500,1500,693.095,1500,1500,1441.12,1500,1500,1500,865.792,1500,1500,1500,1500,497.857,904.453,312.165,1500,1500,231.168,-0,300000,300000,300000,300000,300000,300000,300000,240684,300000,300000,299411,300000,300000,300000,263540,300000,300000,300000,300000,153447,262117,111521,300000,300000,82894.4,983.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0.0223788,0.0735496,0.0544746,0.280041,-0,0.0207496,27.8065,0.0753331,0.641141,0.0497709,-0,0.0203237,0.0709626,32.0727,1318.59,0.0848642,0.263223,-0,0.00658049,141.981,122.36,0.392743,0.0452216,41.4139,-0,-0,3.39051,12.3774,8.70839,41.2606,-0,3.17522,2806.28,12.1757,61.1425,7.48617,-0,2.92249,12.0767,2469.51,108873,13.7331,35.7333,-0,1.61096,9316.09,13570,54.3028,7.64298,4426.06
 210.00,30-Jul-2015,616.233,109544,31661.2,1801.01,4000,1339.33,1426.62,2303.98,1910.82,1098.2,2024.75,2293.98,1000,2225.62,1000,1000,1773.56,2430.06,2069.24,1000,1889.22,2000.74,1924.99,1206.8,1000,1000,1000,2468.09,1795.05,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,7493.94,6423.29,3550.66,5166.35,5142.11,6474.85,5530.58,1850.45,4935.71,3444.35,4327.56,5203.65,8042.19,3635.8,2714.23,5292.97,5036.63,6009.09,6227.31,1622.52,2691.78,704.793,3247.14,4287.28,489.119,-0,894037,833546,535658,689145,658353,738908,698194,417757,670113,569621,661898,665095,944497,578182,562567,642825,713748,762238,798332,359306,596590,182147,516435,644980,130362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,1500,1500,1500,1500,1500,1500,1500,661.311,1500,1416.34,1390.72,1500,1500,1500,818.728,1500,1500,1500,1500,478.781,870.346,301.041,1500,1500,223.937,-0,315000,315000,315000,315000,315000,315000,315000,247297,315000,314163,313318,315000,315000,315000,271728,315000,315000,315000,315000,158235,270820,114531,315000,315000,85133.8,998.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0.0230121,0.0750163,0.0559669,0.297694,-0,0.0213578,31.0113,0.0770128,0.773806,0.0614904,-0,0.0207153,0.0718516,32.4674,1417.93,0.0865599,0.275522,-0,0.00643184,146.334,126.415,0.409175,0.0459025,44.5517,-0,-0,3.62063,13.1276,9.26805,44.2376,-0,3.3888,3116.39,12.9459,68.8806,8.10107,-0,3.12964,12.7952,2794.18,123052,14.5987,38.4886,-0,1.67528,10779.4,14834.2,58.3945,8.102,4871.58
 220.00,09-Aug-2015,638.235,112084,31278.4,1915.26,4000,1252.96,1347.19,2246.52,1842.75,1000,1954.33,2237.54,1000,2178.02,1000,1000,1701.81,2381.23,2018.56,1000,1816.11,1941.98,1860.55,1136.94,1000,1000,1000,2429.54,1748.04,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,7908.22,6656.2,3669.5,5368.83,5296.36,6836.17,5762.73,1851.37,5062.08,3011.12,4224.29,5500.4,8219.32,3685.17,2637.85,5492.95,5140.69,6212.79,6455.78,1586.87,2635.74,699.47,3310.29,4382.08,477.255,-0,973120,900108,572353,742833,711316,807270,755821,436271,720733,599732,704141,720099,1.02669e+06,615034,588946,697755,765155,824366,862889,375174,622948,189142,549538,688801,135135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,1500,1500,1500,1500,1481.1,1500,1500,632.471,1500,1240.52,1342.96,1500,1500,1500,774.962,1500,1500,1500,1500,460.498,838.056,290.491,1500,1500,217.295,-0,330000,330000,330000,330000,329811,330000,330000,253622,330000,326569,326748,330000,330000,330000,279477,330000,330000,330000,330000,162840,279201,117436,330000,330000,87306.8,1013.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0.0236587,0.0764713,0.057435,0.309687,-0,0.0219323,34.611,0.0783633,0.868195,0.078898,-0,0.0210765,0.0727569,32.4023,1516.93,0.0882405,0.28614,-0,0.00628279,150.672,130.429,0.426224,0.046586,47.7549,-0,-0,3.85722,13.8923,9.8424,47.3345,-0,3.60812,3462.5,13.7295,77.5625,8.89005,-0,3.34041,13.5228,3118.2,138222,15.4811,41.35,-0,1.73811,12286.2,16138.5,62.6568,8.56786,5349.12
