DAYS,DATE,FGOR,FGPR,FOPR,FWPR,WBHP:INJE1,WBHP:PRODU2,WBHP:PRODU3,WBHP:PRODU4,WBHP:PRODU5,WBHP:PRODU6,WBHP:PRODU7,WBHP:PRODU8,WBHP:PRODU9,WBHP:PRODU10,WBHP:PRODU11,WBHP:PRODU12,WBHP:PRODU13,WBHP:PRODU14,WBHP:PRODU15,WBHP:PRODU16,WBHP:PRODU17,WBHP:PRODU18,WBHP:PRODU19,WBHP:PRODU20,WBHP:PRODU21,WBHP:PRODU22,WBHP:PRODU23,WBHP:PRODU24,WBHP:PRODU25,WBHP:PRODU26,WGIR:INJE1,WGIR:PRODU2,WGIR:PRODU3,WGIR:PRODU4,WGIR:PRODU5,WGIR:PRODU6,WGIR:PRODU7,WGIR:PRODU8,WGIR:PRODU9,WGIR:PRODU10,WGIR:PRODU11,WGIR:PRODU12,WGIR:PRODU13,WGIR:PRODU14,WGIR:PRODU15,WGIR:PRODU16,WGIR:PRODU17,WGIR:PRODU18,WGIR:PRODU19,WGIR:PRODU20,WGIR:PRODU21,WGIR:PRODU22,WGIR:PRODU23,WGIR:PRODU24,WGIR:PRODU25,WGIR:PRODU26,WGPR:INJE1,WGPR:PRODU2,WGPR:PRODU3,WGPR:PRODU4,WGPR:PRODU5,WGPR:PRODU6,WGPR:PRODU7,WGPR:PRODU8,WGPR:PRODU9,WGPR:PRODU10,WGPR:PRODU11,WGPR:PRODU12,WGPR:PRODU13,WGPR:PRODU14,WGPR:PRODU15,WGPR:PRODU16,WGPR:PRODU17,WGPR:PRODU18,WGPR:PRODU19,WGPR:PRODU20,WGPR:PRODU21,WGPR:PRODU22,WGPR:PRODU23,WGPR:PRODU24,WGPR:PRODU25,WGPR:PRODU26,WGPT:INJE1,WGPT:PRODU2,WGPT:PRODU3,WGPT:PRODU4,WGPT:PRODU5,WGPT:PRODU6,WGPT:PRODU7,WGPT:PRODU8,WGPT:PRODU9,WGPT:PRODU10,WGPT:PRODU11,WGPT:PRODU12,WGPT:PRODU13,WGPT:PRODU14,WGPT:PRODU15,WGPT:PRODU16,WGPT:PRODU17,WGPT:PRODU18,WGPT:PRODU19,WGPT:PRODU20,WGPT:PRODU21,WGPT:PRODU22,WGPT:PRODU23,WGPT:PRODU24,WGPT:PRODU25,WGPT:PRODU26,WOIR:INJE1,WOIR:PRODU2,WOIR:PRODU3,WOIR:PRODU4,WOIR:PRODU5,WOIR:PRODU6,WOIR:PRODU7,WOIR:PRODU8,WOIR:PRODU9,WOIR:PRODU10,WOIR:PRODU11,WOIR:PRODU12,WOIR:PRODU13,WOIR:PRODU14,WOIR:PRODU15,WOIR:PRODU16,WOIR:PRODU17,WOIR:PRODU18,WOIR:PRODU19,WOIR:PRODU20,WOIR:PRODU21,WOIR:PRODU22,WOIR:PRODU23,WOIR:PRODU24,WOIR:PRODU25,WOIR:PRODU26,WOPR:INJE1,WOPR:PRODU2,WOPR:PRODU3,WOPR:PRODU4,WOPR:PRODU5,WOPR:PRODU6,WOPR:PRODU7,WOPR:PRODU8,WOPR:PRODU9,WOPR:PRODU10,WOPR:PRODU11,WOPR:PRODU12,WOPR:PRODU13,WOPR:PRODU14,WOPR:PRODU15,WOPR:PRODU16,WOPR:PRODU17,WOPR:PRODU18,WOPR:PRODU19,WOPR:PRODU20,WOPR:PRODU21,WOPR:PRODU22,WOPR:PRODU23,WOPR:PRODU24,WOPR:PRODU25,WOPR:PRODU26,WOPT:INJE1,WOPT:PRODU2,WOPT:PRODU3,WOPT:PRODU4,WOPT:PRODU5,WOPT:PRODU6,WOPT:PRODU7,WOPT:PRODU8,WOPT:PRODU9,WOPT:PRODU10,WOPT:PRODU11,WOPT:PRODU12,WOPT:PRODU13,WOPT:PRODU14,WOPT:PRODU15,WOPT:PRODU16,WOPT:PRODU17,WOPT:PRODU18,WOPT:PRODU19,WOPT:PRODU20,WOPT:PRODU21,WOPT:PRODU22,WOPT:PRODU23,WOPT:PRODU24,WOPT:PRODU25,WOPT:PRODU26,WWIR:INJE1,WWIR:PRODU2,WWIR:PRODU3,WWIR:PRODU4,WWIR:PRODU5,WWIR:PRODU6,WWIR:PRODU7,WWIR:PRODU8,WWIR:PRODU9,WWIR:PRODU10,WWIR:PRODU11,WWIR:PRODU12,WWIR:PRODU13,WWIR:PRODU14,WWIR:PRODU15,WWIR:PRODU16,WWIR:PRODU17,WWIR:PRODU18,WWIR:PRODU19,WWIR:PRODU20,WWIR:PRODU21,WWIR:PRODU22,WWIR:PRODU23,WWIR:PRODU24,WWIR:PRODU25,WWIR:PRODU26,WWPR:INJE1,WWPR:PRODU2,WWPR:PRODU3,WWPR:PRODU4,WWPR:PRODU5,WWPR:PRODU6,WWPR:PRODU7,WWPR:PRODU8,WWPR:PRODU9,WWPR:PRODU10,WWPR:PRODU11,WWPR:PRODU12,WWPR:PRODU13,WWPR:PRODU14,WWPR:PRODU15,WWPR:PRODU16,WWPR:PRODU17,WWPR:PRODU18,WWPR:PRODU19,WWPR:PRODU20,WWPR:PRODU21,WWPR:PRODU22,WWPR:PRODU23,WWPR:PRODU24,WWPR:PRODU25,WWPR:PRODU26,WWPT:INJE1,WWPT:PRODU2,WWPT:PRODU3,WWPT:PRODU4,WWPT:PRODU5,WWPT:PRODU6,WWPT:PRODU7,WWPT:PRODU8,WWPT:PRODU9,WWPT:PRODU10,WWPT:PRODU11,WWPT:PRODU12,WWPT:PRODU13,WWPT:PRODU14,WWPT:PRODU15,WWPT:PRODU16,WWPT:PRODU17,WWPT:PRODU18,WWPT:PRODU19,WWPT:PRODU20,WWPT:PRODU21,WWPT:PRODU22,WWPT:PRODU23,WWPT:PRODU24,WWPT:PRODU25,WWPT:PRODU26
 800.00,11-Mar-2017,1019.27,73784.4,12893.1,3437.98,4000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1319.68,1000,1000,1000,1000,1000,1000,1000,1000,1000,1091.92,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,2979.21,2082.27,4977.78,2630.92,467.878,5807.7,7011.46,789.692,3399.13,473.542,827.104,3611.18,8646.8,1594.46,700.956,2802.9,5527.96,2809.53,3507.78,770.964,743.303,285.014,8343.38,2831.86,161.664,-0,4.00021e+06,3.14459e+06,3.78277e+06,3.41691e+06,1.80943e+06,5.3768e+06,4.53161e+06,1.18455e+06,3.69221e+06,1.14739e+06,1.54139e+06,3.77596e+06,5.30645e+06,2.25908e+06,1.27852e+06,3.14358e+06,3.84364e+06,3.53769e+06,3.44588e+06,956476,1.38817e+06,445944,3.84017e+06,3.15035e+06,309738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,287.562,279.326,1174.75,537.08,95.9022,547.641,1397.69,122.066,580.983,78.5762,135.131,571.845,1500,376.309,141.553,568.865,1085.42,541.892,419.257,130.808,176.304,46.3113,1500,547.281,50.5246,-0,714808,738953,1.08632e+06,888592,597810,899549,1.11339e+06,405790,978656,474107,533078,891123,1.116e+06,867153,471705,882638,1.06282e+06,925293,775216,301721,509543,188110,1.116e+06,909402,151690,1771.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,5.72472e-05,0.00686287,319.842,0.0287324,39.7823,-0,0.0306018,116.677,66.1227,115.742,75.5657,1.42176e-05,1.9088,88.1773,58.2564,1949.56,0.0994211,7.79304,1.01309e-05,0.00260962,166.826,136.062,200.641,0.0263832,94.825,-0,0.0293225,11.6875,87389.8,36.654,5595.21,-0,18.6102,59349.7,7808.9,52181.7,32698,0.00362278,72.5443,18702.4,27271.2,1.31321e+06,71.1737,509.051,0.000497561,3.94936,111695,99958.5,39341,31.4844,54130
 810.00,21-Mar-2017,1017.84,72814.4,12741.5,3428.91,4000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1308.03,1000,1000,1000,1000,1000,1000,1000,1000,1000,1080.49,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,2935.11,2048.21,4854.37,2573.03,456.454,5727.67,6865.99,771.943,3343.09,464.345,811.807,3540.74,8686.17,1558.92,686.037,2746.95,5462.27,2772.51,3470.76,761.439,729.384,278.416,8354.2,2758.05,156.528,-0,4.02956e+06,3.16507e+06,3.83131e+06,3.44264e+06,1.814e+06,5.43407e+06,4.60027e+06,1.19227e+06,3.72564e+06,1.15203e+06,1.54951e+06,3.81136e+06,5.39331e+06,2.27467e+06,1.28538e+06,3.17105e+06,3.89826e+06,3.56541e+06,3.48059e+06,964091,1.39546e+06,448729,3.92371e+06,3.17793e+06,311303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,283.394,275.799,1159.9,532.203,93.9995,539.539,1375.14,120.035,573.304,76.9093,132.484,562.922,1500,369.373,139.521,559.516,1070.02,533.89,412.565,128.899,172.975,45.2166,1500,534.635,49.2819,-0,717641,741711,1.09792e+06,893914,598750,904944,1.12714e+06,406990,984389,474876,534402,896752,1.131e+06,870847,473100,888234,1.07352e+06,930632,779342,303010,511272,188562,1.131e+06,914748,152183,1784.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,5.67626e-05,0.00677387,320.921,0.0283693,41.1327,-0,0.0301675,116.698,66.7576,115.163,75.155,1.4235e-05,2.48266,88.967,58.4166,1934.55,0.0982674,8.46583,1.11007e-05,0.0025785,165.314,135.022,205.085,0.0258252,94.5907,-0,0.0298901,11.7552,90599,36.9377,6006.54,-0,18.9119,60516.7,8476.48,53333.3,33449.6,0.00376513,97.3709,19592,27855.4,1.33256e+06,72.1564,593.71,0.000608568,3.97515,113348,101309,41391.9,31.7426,55075.9
 820.00,31-Mar-2017,1016.25,71869.7,12595.9,3429.99,4000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1297.25,1000,1000,1000,1000,1000,1000,1000,1000,1000,1068.93,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,2892.9,2015.44,4735.75,2516.7,445.712,5651.53,6723.91,754.738,3288.42,455.311,797.044,3473.19,8722.76,1523.99,671.917,2690.38,5396.56,2735.99,3433.75,751.948,715.275,271.659,8368.44,2684.76,151.659,-0,4.05849e+06,3.18522e+06,3.87867e+06,3.46781e+06,1.81845e+06,5.49059e+06,4.66751e+06,1.19982e+06,3.75852e+06,1.15658e+06,1.55748e+06,3.84609e+06,5.48053e+06,2.28991e+06,1.2921e+06,3.19796e+06,3.95223e+06,3.59277e+06,3.51493e+06,971610,1.40262e+06,451445,4.0074e+06,3.20477e+06,312819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,279.464,272.466,1145.97,527.591,92.2791,531.849,1353.44,118.087,566.146,75.3308,129.946,554.139,1500,362.698,137.55,550.338,1055.01,526.387,406.013,127.031,169.738,44.1567,1500,522.191,48.0898,-0,720436,744436,1.10938e+06,899190,599673,910263,1.14068e+06,408171,990050,475629,535702,902294,1.146e+06,874474,474476,893737,1.08407e+06,935896,783402,304280,512970,189004,1.146e+06,919970,152664,1798.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,5.62941e-05,0.00668879,320.991,0.0280202,42.2716,-0,0.0297573,116.734,67.3901,114.595,74.7346,1.4247e-05,12.4224,89.6878,58.5229,1919.84,0.0971256,8.73804,1.20246e-05,0.00254782,163.793,133.976,211.753,0.0252727,94.3533,-0,0.030453,11.8221,93808.9,37.2179,6429.25,-0,19.2095,61684,9150.38,54479.3,34196.9,0.0039076,221.595,20488.9,28440.6,1.35176e+06,73.1276,681.09,0.000728814,4.00063,114986,102649,43509.4,31.9954,56019.5
 830.00,10-Apr-2017,1015.71,71024.5,12454.4,3449.49,4000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1287.29,1000,1000,1000,1000,1000,1000,1000,1000,1000,1057.32,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,2851.91,1983.67,4621.18,2461.65,435.434,5578.42,6585.64,738.043,3235.2,446.553,782.915,3406.19,8834.79,1489.47,658.451,2635.18,5330.47,2699.63,3396.57,742.502,700.978,264.77,8386.1,2611.81,147.022,-0,4.08701e+06,3.20506e+06,3.92488e+06,3.49243e+06,1.82281e+06,5.54637e+06,4.73337e+06,1.2072e+06,3.79087e+06,1.16105e+06,1.56531e+06,3.88016e+06,5.56888e+06,2.3048e+06,1.29869e+06,3.22431e+06,4.00553e+06,3.61977e+06,3.54889e+06,979035,1.40963e+06,454093,4.09126e+06,3.23089e+06,314290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,275.713,269.311,1132.76,523.329,90.6993,524.479,1332.86,116.216,559.506,73.8283,127.441,545.147,1500,355.617,135.557,541.238,1040.22,519.114,399.596,125.201,166.579,43.1248,1500,509.921,46.9384,-0,723193,747129,1.12071e+06,904423,600580,915508,1.15401e+06,409333,995645,476367,536976,907745,1.161e+06,878030,475831,899149,1.09448e+06,941087,787398,305532,514636,189435,1.161e+06,925069,153133,1811.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,5.58414e-05,0.0066072,320.951,0.0276872,43.2607,-0,0.0293777,116.796,68.0373,114.045,74.2745,1.42565e-05,40.9837,90.0017,58.5975,1905.12,0.0959863,8.87632,1.29156e-05,0.00251758,162.284,132.933,219.046,0.0247252,94.1057,-0,0.0310114,11.8882,97018.4,37.4948,6861.86,-0,19.5032,62852,9830.75,55619.7,34939.6,0.00405016,631.432,21388.9,29026.6,1.37081e+06,74.0875,769.853,0.000857971,4.0258,116609,103978,45699.9,32.2426,56960.5
 840.00,20-Apr-2017,1014.49,70155.5,12316.8,3448.49,4000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1278.76,1000,1000,1000,1000,1000,1000,1000,1000,1000,1045.9,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,2812.68,1953.19,4512.66,2408.73,425.596,5508.48,6452.39,722.079,3183.49,438.22,769.47,3342.09,8898.82,1454.36,645.555,2580.35,5264.23,2663.76,3358.63,733.098,686.73,257.895,8400.55,2539.55,142.84,-0,4.11514e+06,3.22459e+06,3.97001e+06,3.51651e+06,1.82706e+06,5.60146e+06,4.79789e+06,1.21442e+06,3.82271e+06,1.16543e+06,1.57301e+06,3.91358e+06,5.65787e+06,2.31935e+06,1.30514e+06,3.25011e+06,4.05818e+06,3.6464e+06,3.58248e+06,986366,1.41649e+06,456672,4.17526e+06,3.25629e+06,315718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,272.171,266.346,1119.99,519.387,89.2756,517.457,1311.97,114.429,553.247,72.4053,125.012,536.362,1500,348.705,133.548,532.346,1025.75,512.033,393.447,123.416,163.51,42.1314,1500,497.912,45.9173,-0,725915,749792,1.1319e+06,909617,601473,920682,1.16713e+06,410477,1.00118e+06,477091,538226,913109,1.176e+06,881517,477167,904473,1.10473e+06,946207,791333,306767,516271,189856,1.176e+06,930049,153592,1824.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,5.54002e-05,0.00652941,321.013,0.0273713,44.1074,-0,0.0290071,116.859,68.6888,113.489,73.7667,1.42591e-05,49.5595,90.1109,58.6409,1890.57,0.0948536,8.95848,1.37553e-05,0.00248778,160.769,131.87,226.067,0.0241843,93.8347,-0,0.0315655,11.9534,100229,37.7685,7302.93,-0,19.7933,64020.6,10517.6,56754.6,35677.3,0.00419275,1127.03,22290.1,29613,1.38971e+06,75.036,859.438,0.000995523,4.05068,118216,105297,47960.5,32.4845,57898.9
 850.00,30-Apr-2017,1013.47,69321.4,12182.6,3444.16,4000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1270.17,1000,1000,1000,1000,1000,1000,1000,1000,1000,1034.63,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,2775.16,1923.88,4409.39,2357.82,416.129,5442.25,6323.23,706.87,3133.05,430.176,756.412,3279.62,8973.87,1419.26,632.999,2525.09,5198.06,2627.99,3321.37,723.758,673.009,251.319,8413.88,2468.01,138.794,-0,4.14289e+06,3.24383e+06,4.0141e+06,3.54009e+06,1.83122e+06,5.65588e+06,4.86112e+06,1.22149e+06,3.85404e+06,1.16973e+06,1.58057e+06,3.94637e+06,5.74761e+06,2.33354e+06,1.31147e+06,3.27536e+06,4.11016e+06,3.67268e+06,3.61569e+06,993604,1.42322e+06,459185,4.2594e+06,3.28097e+06,317106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,268.828,263.562,1107.57,515.716,87.9752,510.743,1291.08,112.711,547.358,71.0548,122.663,527.712,1500,341.948,131.541,523.592,1011.6,505.128,387.404,121.673,160.518,41.1718,1500,486.168,44.8956,-0,728603,752428,1.14298e+06,914774,602352,925790,1.18004e+06,411604,1.00665e+06,477802,539453,918386,1.191e+06,884937,478482,909709,1.11485e+06,951258,795207,307983,517876,190268,1.191e+06,934910,154041,1838.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,5.49744e-05,0.00645529,321.22,0.027071,44.8515,-0,0.0286505,116.91,69.3632,112.935,73.2294,1.42575e-05,55.3753,90.1086,58.6745,1876.22,0.0937307,9.01821,1.45561e-05,0.00245846,159.276,130.808,232.425,0.0236509,93.556,-0,0.0321152,12.018,103441,38.0392,7751.45,-0,20.0798,65189.7,11211.3,57884,36409.6,0.00433533,1680.78,23191.1,30199.7,1.40847e+06,75.9733,949.62,0.00114108,4.07526,119809,106605,50284.8,32.721,58834.4
 860.00,10-May-2017,1012.02,68496.3,12054.8,3438.65,4000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1261.63,1000,1000,1000,1000,1000,1000,1000,1000,1000,1023.66,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,2739.23,1895.67,4311.3,2308.77,407.057,5378.77,6193.62,692.247,3079.86,422.676,743.67,3218.63,9046.29,1384.51,620.924,2469.57,5132,2592.6,3283.88,714.494,659.719,244.83,8423.46,2397.63,134.878,-0,4.17028e+06,3.26279e+06,4.05721e+06,3.56318e+06,1.83529e+06,5.70967e+06,4.92306e+06,1.22841e+06,3.88484e+06,1.17396e+06,1.58801e+06,3.97856e+06,5.83807e+06,2.34738e+06,1.31768e+06,3.30006e+06,4.16148e+06,3.69861e+06,3.64853e+06,1.00075e+06,1.42982e+06,461633,4.34364e+06,3.30494e+06,318455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,265.667,260.949,1095.58,512.271,86.78,504.321,1271.86,111.067,542.661,69.9902,120.427,519.234,1500,335.349,129.532,514.956,997.787,498.366,381.539,119.973,157.595,40.2448,1500,474.735,43.909,-0,731260,755037,1.15394e+06,919897,603220,930833,1.19276e+06,412715,1.01208e+06,478502,540657,923578,1.206e+06,888290,479777,914858,1.12483e+06,956242,799022,309183,519452,190670,1.206e+06,939658,154480,1851.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,5.62597e-05,0.00638465,321.433,0.0267845,45.508,-0,0.0283253,116.96,70.0003,112.375,72.6766,1.42519e-05,60.4907,90.0146,58.9227,1862.04,0.0926247,9.07654,1.53194e-05,0.00242962,157.767,129.74,238.2,0.0231276,93.2671,-0,0.0326778,12.0818,106655,38.307,8206.53,-0,20.3631,66359.3,11911.3,59007.7,37136.4,0.00447785,2285.69,24091.3,30788.9,1.42709e+06,76.8996,1040.39,0.00129428,4.09956,121387,107902,52666.8,32.9522,59767.1
 870.00,20-May-2017,1010.41,67688.1,11931.5,3431.56,4000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1253.1,1000,1000,1000,1000,1000,1000,1000,1000,1000,1013.18,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,2704.79,1868.49,4217.61,2261.78,398.386,5318.02,6069.93,678.182,3025.45,415.209,731.293,3159.09,9119.74,1350.3,608.915,2414.23,5066.3,2558.8,3246.51,705.323,646.383,238.395,8424.97,2328.89,131.113,-0,4.19733e+06,3.28147e+06,4.09939e+06,3.5858e+06,1.83928e+06,5.76285e+06,4.98376e+06,1.2352e+06,3.91509e+06,1.17811e+06,1.59532e+06,4.01015e+06,5.92927e+06,2.36089e+06,1.32377e+06,3.3242e+06,4.21214e+06,3.7242e+06,3.681e+06,1.0078e+06,1.43629e+06,464017,4.42789e+06,3.32823e+06,319766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,262.676,258.498,1084.45,508.971,85.6749,498.178,1252.87,109.491,539.14,68.8785,118.297,510.958,1500,328.862,127.58,506.452,984.209,491.472,375.847,118.316,154.753,39.3532,1500,463.669,42.9531,-0,733887,757622,1.16478e+06,924987,604077,935815,1.20528e+06,413810,1.01747e+06,479191,541840,928688,1.221e+06,891579,481053,919923,1.13467e+06,961157,802781,310366,520999,191064,1.221e+06,944294,154910,1865.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,5.68169e-05,0.00631729,321.653,0.0265094,46.0895,-0,0.0280206,117.006,70.483,111.832,72.1093,1.42425e-05,65.7009,89.8324,59.0037,1848.02,0.0915263,9.131,1.6048e-05,0.00240131,156.26,128.666,242.636,0.0226172,92.9643,-0,0.033246,12.145,109872,38.5721,8667.42,-0,20.6433,67529.3,12616.1,60126.1,37857.5,0.00462027,2942.7,24989.6,31379,1.44557e+06,77.8148,1131.7,0.00145476,4.12357,122949,109189,55093.2,33.1784,60696.8
 880.00,30-May-2017,1006.03,66733.5,11814.5,3422.32,4000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1248,1000,1000,1000,1000,1000,1000,1000,1000,1000,1002.89,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,2671.74,1842.25,4127.16,2216.51,390.205,5259.83,5951.2,664.604,2973.36,407.754,719.253,3105.96,9019.86,1317.87,596.961,2358.51,5001.74,2524.08,3209.48,696.267,632.956,231.974,8424.86,2261.63,127.465,-0,4.22404e+06,3.2999e+06,4.14066e+06,3.60796e+06,1.84318e+06,5.81545e+06,5.04327e+06,1.24184e+06,3.94482e+06,1.18219e+06,1.60251e+06,4.04121e+06,6.01947e+06,2.37407e+06,1.32974e+06,3.34779e+06,4.26216e+06,3.74944e+06,3.71309e+06,1.01476e+06,1.44262e+06,466337,4.51213e+06,3.35085e+06,321040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,259.841,256.19,1073.69,505.847,84.6463,492.297,1233.84,107.988,536.032,67.8388,116.316,503.907,1500,323.319,125.729,498.18,971.278,485.056,370.35,116.705,151.997,38.4955,1500,452.947,42.0276,-0,736485,760184,1.17552e+06,930045,604924,940738,1.21762e+06,414890,1.02283e+06,479869,543004,933727,1.236e+06,894812,482310,924905,1.14438e+06,966007,806484,311533,522519,191449,1.236e+06,948824,155330,1878.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,5.73251e-05,0.00625288,321.824,0.0262461,46.7274,-0,0.0277314,117.049,70.883,111.306,71.5682,1.423e-05,68.2127,89.7919,59.0895,1834.13,0.09046,9.17845,1.67421e-05,0.00237357,154.765,127.589,247.374,0.0221191,92.6527,-0,0.0338192,12.2075,113090,38.8346,9134.7,-0,20.9206,68699.8,13324.9,61239.1,38573.2,0.00476257,3624.82,25887.5,31969.9,1.46392e+06,78.7194,1223.48,0.00162218,4.14731,124497,110465,57566.9,33.3996,61623.3
 890.00,09-Jun-2017,1001.32,65711,11688.2,3410.44,4000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1242.73,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,2640.48,1817.21,4040.8,2173.11,382.421,5204.76,5835.5,651.515,2919.83,400.326,707.556,3056.06,8973.98,1287.69,584.798,2300.74,4939.09,2489.37,3173.34,687.447,619.529,225.551,8267.89,2208.15,123.888,-0,4.25045e+06,3.31807e+06,4.18107e+06,3.62969e+06,1.847e+06,5.86749e+06,5.10162e+06,1.24836e+06,3.97402e+06,1.18619e+06,1.60959e+06,4.07177e+06,6.10921e+06,2.38694e+06,1.33559e+06,3.37079e+06,4.31155e+06,3.77433e+06,3.74482e+06,1.02164e+06,1.44881e+06,468592,4.59481e+06,3.37293e+06,322279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,257.187,254.035,1063.31,502.869,83.708,486.72,1216.09,106.554,533.575,66.8732,114.484,497.296,1500,318.105,123.998,490.173,959.148,479.05,365.104,115.169,149.412,37.6967,1481.92,444.573,41.1352,-0,739057,762725,1.18615e+06,935074,605761,945605,1.22978e+06,415955,1.02817e+06,480538,544148,938700,1.251e+06,897993,483550,929806,1.15397e+06,970798,810135,312685,524013,191826,1.25082e+06,953270,155741,1890.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,5.77704e-05,0.00619182,321.882,0.0259938,47.2341,-0,0.0274714,117.078,71.6508,110.878,71.0498,1.42136e-05,70.4971,89.7674,59.5155,1820.69,0.0894378,9.21658,1.73965e-05,0.0023468,153.359,126.601,248.516,0.0217203,92.3287,-0,0.0343969,12.2695,116309,39.0945,9607.04,-0,21.1953,69870.6,14041.4,62347.9,39283.6,0.00490471,4329.79,26785.2,32565,1.48212e+06,79.6138,1315.65,0.00179614,4.17078,126031,111731,60052.1,33.6168,62546.6
